order,author,Book_name,recommend,Reading_people,info,cover
87,汪曾祺,家人闲坐，灯火可亲,93.6%,1115,家贵在传承，父辈身上的特质影响他一生：汪曾祺出生在一个地主家庭，祖父白手起家，有两千多亩地，两家药铺，却生活节俭，一个咸鸭蛋要分两顿吃，爱花大价钱收藏字画。父亲多才多艺，会拳脚、爱音乐、写字、画画，还会用最好的材料给孩子做花灯和风筝，陪孩子玩。汪曾祺说“我的童年很美”，所以他的一生受童年的影响，兴趣广泛，活得洒脱而有诗意。本书主要围绕家和生活，分四辑：辑一家人闲坐，灯火可亲；辑二自得其乐，随遇而安；辑三汤和天气好；辑四日日有小暖，至味在人间。是汪曾祺写给大家的美而幸福的“活法”，几乎囊括了汪曾祺Z精华的散文，并附录汪氏三兄妹写“老头儿”和母亲的文章。是了解汪曾祺家风及生活的Z佳读本。读一读汪曾祺的文字，你会觉得得生活是美好的，人是有诗意的，会加更热爱这个世界。,https://wfqqreader-1252317822.image.myqcloud.com/cover/835/31151835/t6_31151835.jpg
88,桐华,长相思（杨紫、张晚意、檀健次主演）,87.9%,1708,上古时期，人、神、妖混居，神农、轩辕、高辛三国鼎立。流落大荒的高辛王姬玖瑶（小夭）历经百年颠沛之苦，不但失去了身份，也失去了容貌，在清水镇落脚，成为了“无处可去、无人可依、无力自保”的玟小六。他悬壶为生恣意不羁。小夭的表哥轩辕王子玱玹即使寄人篱下、隐忍蛰伏，也为了寻找小夭走遍大荒，来到清水镇。清水镇的日子平淡温馨，玟小六意外救了垂危的青丘公子涂山璟，朝夕相处中二人情愫渐生；玟小六又与九头妖相柳不打不相识，惺惺相惜结为知己。玟小六和玱玹相见不相识，几经波折，才终与玱玹相认，恢复王姬身份。为了一统天下，玱玹舍私情要王座，相柳守义战死、小夭帮助玱玹完成大业后，与涂山璟隐逸江湖。思而不得的玱玹将所有精力都放在了治理国家上，因为他知道，只要天下太平，他的小夭就能够幸福安康。,https://wfqqreader-1252317822.image.myqcloud.com/cover/983/23484983/t6_23484983.jpg
89,朱光潜,给青年的十二封信,83.5%,1102,《给青年的十二封信》是美学大家朱光潜先生的成名作。二十世纪二十年代后期，朱光潜先生求学于欧洲，从海外寄回了这十二封写给青年朋友的信，最初登载在《一般》杂志上，后集结成册出版，多次重印。信中所谈皆是青少年们所正在关心或应该关心的话题，如读书、作文、爱恋、情理、修身、做人，凡此种种。作者劝年轻的朋友们，眼光要深沉，戒骄戒躁，不贪容易，更不能随了世俗、急于近利。这些信件正是朱光潜先生提供给现代青少年的成长指南。,https://wfqqreader-1252317822.image.myqcloud.com/cover/65/936065/t6_936065.jpg
90,毛姆,刀锋,84.9%,2049,本书是毛姆四大长篇小说代表作中最后一部，小说初稿完成后，他说：“写这本书带给我极大的乐趣。我才不管其他人觉得这本书是好是坏。我终于可以一吐为快，对我而言，这才是最重要的。”本书背景设于两次世界大战期间，小说主人公拉里一战时服役于空军，曾在浩瀚无垠的天空中高飞，想要“远远超越世俗的权力和荣誉”，战友之死让他惊觉生命之无奈与不可超越。退伍后，拉里不上大学，不结婚，也不愿就业，抛下亲友，到欧洲游历，最后远赴印度，在一位象神大师的静修院受到启发，顿悟了生命的真义。本书是毛姆以自己真名作为叙事者的长篇小说。书中人物虽都“另取其名”，内容却“毫无虚构”，都是源自毛姆与友人的亲身经历。,https://wfqqreader-1252317822.image.myqcloud.com/cover/22/853022/t6_853022.jpg
91,雷米,心理罪（全集）,87.9%,993,60万读者口碑推荐，中国心理犯罪小说人雷米，正能量出击给罪犯画像、罪与罚的仪式、黑暗心灵的救赎、人与城的和解，套装五册，带你开启一段酣畅淋漓的《心理罪》之旅。包含《第七个读者》《画像》《暗河》《教化场》《城市之光》。,https://wfqqreader-1252317822.image.myqcloud.com/cover/50/847050/t6_847050.jpg
92,阿加莎·克里斯蒂,无人生还（同名英剧原著）,82.0%,461,十个相互陌生、身份各异的人受邀前往德文郡海岸边一座孤岛上的豪宅。客人到齐后，主人却没有出现。当晚，一个神秘的声音发出指控，分别说出每个人心中罪恶的秘密。接着，一位客人离奇死亡。暴风雨让小岛与世隔绝，《十个小士兵》——这首古老的童谣成了死亡咒语。如同歌谣中所预言的，客人一个接一个死去……杀人游戏结束后，竟无一人生还！,https://wfqqreader-1252317822.image.myqcloud.com/cover/514/728514/t6_728514.jpg
93,莫言,檀香刑,88.6%,915,莫言最重要的长篇力作，以清末酷刑挑战阅读神经，一开腔，就把读者拉进了莫言独特的叙述世界里：荡气回肠的“猫腔”大戏，“凤头—猪肚—豹尾”的传统讲述方式，“说书人”天马行空的想象，“高密东北乡”的奇人异事，是暴力的美学、历史的介入和现实的关照的完美结合。,https://wfqqreader-1252317822.image.myqcloud.com/cover/429/26435429/t6_26435429.jpg
94,黄奇帆,结构性改革,91.6%,1402,恰逢百年未有之大变局，经济转型发展、中美贸易摩擦、新冠疫情暴发等问题交相叠加，无不考验着我国面对复杂问题的智慧和勇气，供给侧结构性改革的重要性与紧迫性空前凸显。这本书从基础性、结构性、机制性、制度性等多个维度，深入剖析我国供给侧关键矛盾并对症下药。 全书一共七章。第 一章详解如何紧抓供给侧结构性改革主线；第二章聚焦去杠杆与金融风险防范；第三章解读新时代下我国资本市场高质量发展之路；第四章讲述“数字化”如何重塑经济社会生态；第五章对房地产长效调控机制开出药方，并预判今后十年房地产行业六大趋势；第六章着眼于国有企业资本运作与地方政府营商环境改善；第七章阐释新局面、新特征下，我国对国际形势与中美关系的应对之道，深入剖析“双循环”新格局。,https://wfqqreader-1252317822.image.myqcloud.com/cover/49/33362049/t6_33362049.jpg
95,杨绛,走到人生边上：自问自答（增订本）,85.4%,654,这是杨绛先生在96岁高龄时创作的一部充满哲思与意趣的散文集。杨先生通过对命运、人生、生与死、灵与肉等根本问题的思考，指出人生的价值在于遵循“灵性良心”的要求修炼自己，完善自身。她以深刻独到的体验，秉笔直书的勇气和生动饱满的笔触，为那些在现实生活中因信仰缺失而茫然无助的人们指点迷津。,https://wfqqreader-1252317822.image.myqcloud.com/cover/812/23723812/t6_23723812.jpg
96,裟椤双树,百妖谱（同名动漫原著）,92.6%,638,2020年开播动漫《百妖谱》原著小说。桃都鬼医桃夭只治妖怪不治人，她带着小和尚磨牙一起云游四方，顺道给各路妖怪治病。桃夭收服了一只狐妖，为保住性命，狐妖回到了原形从头开始，也成了磨牙的跟班狐狸滚滚。两人一狐，加上她们的老邻居蛇妖柳公子，结伴而行，在这妖怪横行、惊险重重，却又让人眷念的人间大显神通，为周围的妖怪治疗各种疑难杂症，也为这些妖怪周围的人类排忧解难。桃夭、磨牙和柳公子之间的关系不显山不露水，更多稀奇古怪的问题等着我们和这个小团队一起去探索解决。冰山的一角可以窥探整个故事的磅礴精致，这是一场华丽未知的探险。故事一直都在进行中，每一段旅途都是一个新的篇章。我们在这个过程中，可以感受逐步解锁关卡的雀跃，享受问题解决后的安宁与平静，还可以同主角们一起，把一个个寓言般的小故事串联成一个精彩纷呈的大千世界……,https://wfqqreader-1252317822.image.myqcloud.com/cover/395/32458395/t6_32458395.jpg
97,萧红,呼兰河传,84.4%,774,《呼兰河传》，一部充满童心、诗趣和灵感的“回忆式”长篇小说。全书七章：一、二章写小城风情，三、四章谈家中亲疏人物，五、六、七章摹绘独立旁枝人物。作者用舒展自如的巡视式艺术手法，以情感的起伏为脉络，为“生于斯、长于斯的呼兰河畔的乡镇作传，为这个乡镇的风土人情，为各种各样人的生与死、欢乐与悲哀作传”。全书七章可各自独立又浑然一体，尾声余响不绝。萧红以娴熟的写作技巧，抒情诗的意境，浑重而又轻盈的文笔，造就了她的巅峰之作，为中国文学奉献了一部不朽的经典。,https://wfqqreader-1252317822.image.myqcloud.com/cover/704/785704/t6_785704.jpg
98,林清玄,孤独是一个人的清欢,81.6%,636,看一人风景，享独世清欢，当代文学大家 林清玄亲自审定 全新散文集，知名摄影师青简摄影插图，随书附赠3张精美明信片，凝结林清玄半生智慧的心灵之书，献给所有想在这个喧嚣的世界里，修得一颗宁静之心的人。,https://wfqqreader-1252317822.image.myqcloud.com/cover/718/23722718/t6_23722718.jpg
99,弗雷德里克·巴克曼,焦虑的人,91.3%,2594,究竟是何种程度的无奈和绝望，迫使一个中年人在新年来临前的早晨，用一把玩具枪抢劫一家无现金银行。行动失败的劫匪仓皇之中逃进一间位于大楼顶层的待售公寓，里面全都是正在看房子的潜在买家。由此开始，抢劫案变成了劫持人质案。然而事情的发展出乎预料，没有警匪对峙、没有致命一击，漫长的一天过后，八名人质安然无恙得到释放，劫匪却完全不见踪影。警察对人质逐一展开讯问，却发现他们每个人都有一肚子的抱怨和疑问，可是谁也说不清楚并且不关心劫匪究竟去了哪里。,https://wfqqreader-1252317822.image.myqcloud.com/cover/681/40726681/t6_40726681.jpg
100,南怀瑾,《金刚经》说什么,90.0%,1525,本书是南怀瑾先生有关《金刚经》的讲课记录。作者依据梁代昭明太子的分法，将《金刚经》分为三十二品（相当于章），然后逐品作了讲解。每一品均以一首偈颂作总结，以阐发自己的心得。《金刚经》是初期大乘佛教的代表作之一，也是般若类佛经的纲要书，它全称《金刚般若波罗蜜经》一卷，由姚秦鸠摩罗什于弘始祥译出，问世之后，即在社会上广泛流传，篡要、注解、类颂、重演、义记、采微、集解、科释、宗通、决疑、大意、直说等注释达一百多种。,https://wfqqreader-1252317822.image.myqcloud.com/cover/651/22791651/t6_22791651.jpg
161,赵彤彤,杨绛传：生活不易，保持优雅,93.0%,402,杨绛生于乱世，却一生淡然，保持优雅。在写作上，她的《我们仨》《走到人生边上》受万人追捧；在翻译上，她的《唐·吉诃德》译本卓然于世；在婚姻上，她遇到了懂她的钱锺书，演绎了一场世人皆羡的完美爱情。本书用诗意的语言，将杨绛105年的优雅人生历程娓娓道来，参透她不妥协、不慌张、不迷茫的生活态度，传递平静面对岁月打磨的温柔力量，让读者变成更好的自己。,https://wfqqreader-1252317822.image.myqcloud.com/cover/315/33276315/t6_33276315.jpg
162,陀思妥耶夫斯基,卡拉马佐夫兄弟（套装上下册）（陀思妥耶夫斯基文集2015）,96.4%,1104,本书系俄国大作家陀思妥耶夫斯基代表作之一。小说通过一桩真实的弑父案，描写老卡拉马佐夫同三个儿子即两代人之间的尖锐冲突。老卡拉马佐夫贪婪好色，独占妻子留给儿子们的遗产，并与长子德米特里为一个风流女子争风吃醋。一天黑夜，德米特里疑心自己的情人去跟老头儿幽会，便闯入家园，一怒之下，差点儿把老头儿砸死。他仓皇逃离后，躲在暗中装病的老卡拉马佐夫的私生子斯乜尔加科夫，悄然杀死老爷，造成了一桩震惊全俄的扑朔迷离的血案，从而引发了一连串惊心动魄的事件。作品展示一个错综复杂的社会家庭、道德和人性的悲剧主题，体现了作家一生的最高艺术成就。,https://wfqqreader-1252317822.image.myqcloud.com/cover/219/31808219/t6_31808219.jpg
163,刘慈欣,赡养人类,91.0%,289,一个叫“滑膛”的顶级杀手，接到了一个特殊的任务。十三个世界上最富有的人，雇佣他去杀死世界上最贫困的一群人——拾荒者。那些拾荒者，不是伪装的间谍，没有隐藏宝藏，只是最单纯、最普通、最底层的那些穷人。他们从堆积如山的垃圾中寻找半腐烂的食物和蔽体的衣物。直到滑膛来到那些拾荒者中间，遇到一个来自“哥哥星球”的人，他才明白，这个荒诞不经的任务背后，一样隐藏着人类极端的自私与冷酷……刘慈欣短篇科幻小说。,https://wfqqreader-1252317822.image.myqcloud.com/cover/552/32203552/t6_32203552.jpg
164,渤海小吏,楚汉双雄,90.3%,805,灭六国后，嬴政面临着怎样的千古难题？旧制度为什么无法搞定新的欲望问题？鸿门宴上项羽为什么没杀刘邦？刘邦军事崛起的真正秘密是什么？为什么千百年来只有韩信的“背水一战”成功了？楚汉争霸的故事，是中国历史中最璀璨的一颗珍珠。自公元前209年陈胜起义，到公元前202年刘邦一统天下，神州大地上群雄并起，色彩纷呈，高潮迭起。无数英雄豪杰蜂拥而至，奋战过百年之余烈，在秦末的这把大火点燃下，燃烧得热热烈烈、通通透透。自此，刘邦开创的大汉王朝，延续四百多年。这八年时间，可谓中国古代史中最为精彩的八年。,https://wfqqreader-1252317822.image.myqcloud.com/cover/926/36235926/t6_36235926.jpg
165,雨果,悲惨世界（全册）,93.0%,966,《悲惨世界》是雨果在流亡期间写的长篇小说，是他的代表作，也是世界文学宝库的珍品之一。《悲惨世界》通过冉阿让等人的悲惨遭遇以及冉阿让被卞福汝主教感化后一系列令人感动的事迹，深刻揭露和批判了19世纪法国封建专制社会的腐朽本质及其罪恶现象，对穷苦人民在封建重压下所遭受的剥削欺诈和残酷迫害表示了悲悯和同情。,https://wfqqreader-1252317822.image.myqcloud.com/cover/220/25658220/t6_25658220.jpg
166,卡布,西藏，西藏！,89.1%,637,本书以作者20年的西藏游历为基础，在多年摄制、拍摄西藏纪录片的过程中，他和他的摄制组多次走遍了西藏74个县，拍摄了典型景观和人物口述实录，以及舞蹈、原生态音乐等。本书是讲述他走遍西藏7个地级行政区，在各个县、乡遇到的人和事，以及他记录这些拍摄过程中的事件。作者试图向这个世界解读西藏。作者将本书按照西藏的春、夏、秋、冬分为四个部分，每篇开端以坛城的制作过程作为穿插，用真诚的文字和极具视觉冲击力的摄影作品记录了西藏的全貌。,https://wfqqreader-1252317822.image.myqcloud.com/cover/733/33514733/t6_33514733.jpg
167,陈磊·半小时漫画团队,半小时漫画宋词（全2册）（独家首发）,86.6%,386,熟读宋词三百首背后的故事，准确理解宋词的原意、深意和诗意。别光笑，有考点！内含初高中必考古诗文的注释+翻译，由原中考命题组组长忍住笑亲自出马撰写！翻开本书，了解伟大词人一生的悲欢离合，感受千古名句背后的喜怒哀乐。大文豪苏轼的“竹杖芒鞋轻胜马，谁怕？一蓑烟雨任平生”看着乐观旷达，却是在他跌到人生谷底时所写。心怀天下的范仲淹能写出“浊酒一杯家万里，燕然未勒归无计”这样的豪放词，是因为他曾驻守边疆，打过西夏人。词坛偶像柳永的“有三秋桂子、十里荷花”，由于写得太过优美，竟然让金国皇帝动了攻打宋朝的心思。绝代才女李清照的“寻寻觅觅，冷冷清清，凄凄惨惨戚戚”抒发的不是闺愁，而是亡国之恨、丧夫之哀、孀居之苦。名将词人辛弃疾的“众里寻他千百度。蓦然回首，那人却在，灯火阑珊处。”看似是在寻找心上人，其实表现的是自己不受重用的惆怅。抛开枯燥的讲解，丢掉公式化的赏析，用幽默的方式讲述严肃的知识，让你在哈哈大笑中掌握考试的重点，并重新爱上宋词。,https://wfqqreader-1252317822.image.myqcloud.com/cover/311/32879311/t6_32879311.jpg
168,陀思妥耶夫斯基,地下室手记,92.0%,485,《地下室手记》是俄国作家陀思妥耶夫斯基创作的长篇小说。该书由主角地下室人以第一人称的方式叙述，地下室人是名年约四十岁左右的退休公务员，他的内心充满了病态的自卑，但又常剖析自己。全书主要由两部分组成：第一部分是地下室人的长篇独白，内容探讨了自由意志、人的非理性、历史的非理性等哲学议题。第二部分是地下室人追溯自己的一段往事，以及他与一名妓女丽莎相识的经过。《地下室手记》不仅是陀思妥耶夫斯基的代表作，也预视了他后来5本重要的长篇小说：《罪与罚》、《白痴》、《群魔》、《少年》、《卡拉马佐夫兄弟》。该书也被认为是陀思妥耶夫斯基创作过程中的一个转折点。诺贝尔文学奖得主纪德认为：“这部小说是他写作生涯的顶峰，是他的扛鼎之作，或者，如果你们愿意，可以说是打开他思想的钥匙。”,https://wfqqreader-1252317822.image.myqcloud.com/cover/72/31503072/t6_31503072.jpg
169,苏西·霍普金斯著 哈莉·贝特曼绘,我离开之后,86.8%,231,一个母亲给女儿的人生指南，以及那些来不及说的爱与牵挂如果有一天，妈妈永远地离开了我……没有妈妈的陪伴，谁来提醒我收拾屋子？谁能煮出那熟悉的味道安抚我的胃？遇到喜欢的人时，谁能告诉我他是不是对的人？谁来帮我面对生孩子的恐惧？我又该怎么让孩子们认识外婆？我想，或许妈妈可以写一本笔记，教我如何适应她离开后的日子，解决即将遇到的各种难题……插画家女儿哈莉在某个失眠的夜晚，意识到母亲总有一天会比自己先走一步。她害怕地想象母亲死后的各种可能情况，想象她会错过多少重要的时刻。隔天早上，她要求母亲苏西写一本“妈妈离世指南”给她，逐步指导她如何度过没有母亲陪伴的日子，包括“让咖哩治愈你的心碎”“想念我时唱一首歌”，或是“记得对自己的身体好一点”。母亲苏西幽默又感人肺腑的文字，搭配哈莉情感真挚而表现强烈的插图，让这本书成了最棒的人生礼物。无数读者看得又哭又笑，深刻地体会爱与失去，更加珍惜和爱的人相处的每个瞬间。,https://wfqqreader-1252317822.image.myqcloud.com/cover/639/33915639/t6_33915639.jpg
170,羽生结弦,苍炎（独家）,89.8%,224,本书叙述了羽生结弦从年幼滑冰到青少年组，到成年组，关于成长，关于每一次大赛的心路历程。2011年3月11日，日本东北地区遭遇了前所未见的巨大天灾，在地震发生的当时，羽生结弦正在距离震央不远处的仙台进行训练，足下踩著冰鞋奔驰出冰场的他，成为了广大受灾户的一员。面对残破的家乡与半毁的练习场地，他一度质疑是否要继续运动生涯，然而想到自己的努力或许能够带给其他人勇气，即便必须流浪于各地、辗转地争取练习场地，羽生仍然坚持了下去并在隔季的赛场上，成为日本史上年轻的世界锦标赛夺牌者，甚至在3年后成为了奥运冠军。羽生在当中将一一分享自己从4岁开始接触滑冰到17岁时在国际崭露头角为止的滑冰经历、崇拜的选手、将来的梦想、在震灾时当下的心境等等内容，让读者能够了解这位仍持续在创下历史的、年轻选手的奋斗轨迹。,https://wfqqreader-1252317822.image.myqcloud.com/cover/181/34417181/t6_34417181.jpg
171,岸见一郎 古贺史健,幸福的勇气：“自我启发之父”阿德勒的哲学课2,88.9%,770,《幸福的勇气》是“勇气两部曲”的下卷、完结篇。同样以百年前心理学者阿德勒思想为核心，以“青年和哲人的对话”故事形式展现。在上次谈话的3年之后，青年已经辞去图书管理员工作，成为了一名小学老师。但是再次出现在哲人面前的他，经历了许多现实（在工作当中）的摧残，对于当初的理想已经感到绝望了：“阿德勒的思想，在外面的世界没有意义。”“猛药”级的哲学对谈，再度开始……如果说《被讨厌的勇气》是地图，《幸福的勇气》就是行动指南。《被讨厌的勇气》探究「该怎么做，人才能获得自由？」《幸福的勇气》探究「该怎么做，人才能变得幸福？」在上次谈话的3年之后，青年已经辞去图书管理员工作，成为了一名小学老师。但是再次出现在哲人面前的他，经历了许多现实（在教育工作当中）的摧残，对于当初的理想已经感到绝望了。“阿德勒的思想，在外面的世界没有意义。”“你对阿德勒的思想存在误解”“猛药”级的哲学对谈，再度开始……,https://wfqqreader-1252317822.image.myqcloud.com/cover/647/32486647/t6_32486647.jpg
172,蒙曼,武则天,89.8%,1192,她是怎样从唐太宗的才人，变成唐高宗的皇后？她为什么要突破人伦的底线，杀死自己的亲生儿女？她怎么能够在一个千百年来都由男人统治的世界里，成为一代女皇？她的大周王朝如日中天，怎么又会及身而止，不能传之后世？她推翻了李唐王朝，建立了武周王朝，为什么李唐的子孙又始终对她尊奉有加，把她当作自己的皇帝？武则天的智慧和韬略，令男权社会的须眉俯首称臣。1300年来，武则天是历史，也是传奇，她的历史功过，犹如那块“无字碑”，任由后人评说。蒙曼老师抽丝剥茧、引经据典，解读空前绝后的一代女皇武则天。豆瓣读者评分达8.2分。,https://wfqqreader-1252317822.image.myqcloud.com/cover/881/39421881/t6_39421881.jpg
173,史蒂夫·斯托加茨,微积分的力量,91.1%,783,微积分是人类历史上的伟大思想成就之一，也是数学领域不可或缺的一个重要分支。除此之外，我们更应该关注的事实是：如果没有微积分，人类就不可能发明电视、微波炉、移动电话、GPS、激光视力矫正手术、孕妇超声检查，也不可能发现冥王星、破解人类基因组、治疗艾滋病，以及弄明白如何把5000首歌曲装进口袋里。在《微积分的力量》书中，应用数学家兼“导游”斯托加茨将用一种“讲故事”和“看展览”的方式为你一一揭晓答案。“我们不必为了理解微积分的重要性而学习如何做运算，就像我们不必为了享用美食而学习如何做佳肴一样。我将借助图片、隐喻和趣闻逸事等，尝试解释你们需要了解的关于微积分的知识。我也会给你们介绍有史以来颇为精致的一些方程和证明，就像我们在参观画展的时候不会错过其中的代表作一样。”在高中和大学时期，尽管我们中的许多人都对这门课程退避三舍，但斯托加茨用一种新颖独特和接地气儿的方式给我们讲述了微积分的历史。,https://wfqqreader-1252317822.image.myqcloud.com/cover/21/36968021/t6_36968021.jpg
174,法医秦明,法医秦明：玩偶,87.3%,770,本书是法医秦明系列·众生卷第3季。众生皆有面具，一念之间，人即是兽。某居民楼，一个女孩听到隔壁的吵闹消失后，楼下传来了沉重的落地声；某个夏夜，一名男子带着两个行李箱离开家门，妻子的下落至今无人知晓；公园河边，携手游玩的年轻夫妇，忽然齐齐坠落水中，再没有浮出水面……“如果我死了，请调查我的丈夫！”一本写满预言的日记，字里行间散布求救信息，它的主人究竟是谁？两个下落不明的女人，横跨十八年的遥遥相望，她们到底分享了什么秘密？屋檐之下的暴力，无声无息；皮囊之下的枯骨，如影随形。彼岸花暗中盛放，精致的玩偶面无表情。而不看到最后，你永远不会知道——玩偶的里面藏着什么。,https://wfqqreader-1252317822.image.myqcloud.com/cover/668/40272668/t6_40272668.jpg
175,柯南·道尔,福尔摩斯探案全集,94.0%,1274,《福尔摩斯探案全集》完整收录《血字的研究·四签名》《福尔摩斯冒险史》《福尔摩斯回忆录》《福尔摩斯归来记》《巴斯克维尔的猎犬·恐怖谷》《最后的致意》《福尔摩斯案件簿》，囊括阿瑟·柯南·道尔爵士创作的4部长篇小说及56部短篇小说。4部长篇包括从奠定夏洛克·福尔摩斯“基本演绎法”推理地位的《血字的研究》到充满冒险意味，让福尔摩斯跟华生医生九死一生的《巴斯克维尔的猎犬》；从充满人性丑恶的《四签名》到令人唏嘘的《恐怖谷》。56部短篇则展现了更多福尔摩斯丰富的探案经历：有他的宿敌莫里亚蒂的首次登场及最终对决；有他唯一欣赏过的女性艾琳·艾德勒的机智应对；有他决心退隐却因为内心强烈的使命感驱使不得不重新出山的故事；也有他跟政治家们和罪犯间斗智斗勇的种种。,https://wfqqreader-1252317822.image.myqcloud.com/cover/0/26408000/t6_26408000.jpg
176,安迪·威尔,挽救计划,95.2%,541,一趟孤注一掷的太空远征，一座没有尽头的科学迷宫。一次争分夺秒的冒险营救，一段跨越星际的真挚友谊。浩瀚宇宙中，瑞恩·格雷斯是整个人类文明仅存的希望。但在醒来的那一刻，他连自己的名字都不记得。他在未知的恐惧中寻找身份，从记忆的碎片中获取线索。这个肩负拯救地球重任的关键人物，现已命悬一线！人类文明究竟能否存续？在这场“挽救计划”里，一切都充满了挑战……,https://wfqqreader-1252317822.image.myqcloud.com/cover/356/41100356/t6_41100356.jpg
177,王兴,病人家属，请来一下（译文科学）,96.5%,400,家人得了癌症，我该怎么办？如何选择合适的医院和医生？如何跟医生有效沟通？要不要告诉家人他得癌症了？癌症病人饮食有哪些禁忌？工薪阶层该如何有效应对癌症带来的经济压力？什么时候该放弃治疗？临终关怀该怎么做？本书是一名临床经验丰富的肿瘤科主治医生为癌症病人家属写的书，作者通过一个个生动真实的故事，以幽默诙谐而不乏温情的叙述，解答了癌症病人及家属广泛关注的困惑和问题：如何正确就医？如何与医生交流？如何决定合理的治疗方案，少走冤枉路、少花冤枉钱？如何正确看待癌症？怎样调整生活方式和心态？掌握哪些护理技巧可以帮助患者减轻痛苦、早日康复？如果大限来临，应该做些什么准备？……作者王兴，北京大学肿瘤学博士。先后任北京大学肿瘤医院胸外科主治医师、上海市肺科医院胸外科博士后、上海市第一人民医院胸外科主治医师。长期受邀担任中央电视台《健康之路》节目明星演示嘉宾。荣获《健康报》2017年度“健康传播影响力人物”称号。已出版作品有《肺话》《怪医笔记》《癌症病人怎么吃》《胸腺外科学》（英文版）等，其中《癌症病人怎么吃》还出版了繁体中文版。,https://wfqqreader-1252317822.image.myqcloud.com/cover/695/41396695/t6_41396695.jpg
178,罗大伦,女性养生三步走：疏肝、养血、心要修,88.8%,648,女性养生可以分为三步：第一步疏肝气女性绝大多数疾病都是肝气郁结造成的，原因是压力大，爱生气，总憋屈，时间一长自然就憋出了病。肝气郁结，会由内而外、全面地损害女性的健康，所以，女性养生，疏肝气是头等大事。第二步养阴血女性是靠血来滋养的，血液一亏，百病丛生。由于月经、流产和分娩等很容易耗伤阴血，所以女性血虚和瘀血的情况非常普遍，这是造成许多妇科疾病的另一大原因。遇到这种情况，就可以通过补血和活血化瘀来治疗。第三步修心性很多女性患病并不是因为身体，而是因为心性。其实，肝气郁结很大一部分原因就在于心性不够宽广，遇事想不开，爱钻牛角尖。古人说：“祸福无门，唯人自召。”疾病也是一样，如果您心性好，站得高，看得远，想得开，活得透，肝气调和畅达，正气内存，疾病就不会找上您。,https://wfqqreader-1252317822.image.myqcloud.com/cover/854/33800854/t6_33800854.jpg
179,周秉德,我的伯父周恩来,93.8%,629,周恩来，这是一个光荣的名字，这是一个不朽的名字。周恩来总理的革命生涯，是同中国共产党的建立、发展、壮大，同我国新民主主义革命的胜利，同我国社会主义革命和建设的历史进程紧密联系在一起的，他身上集中体现了中国共产党人的高风亮节，其独特的人格魅力得到世界各国人民的拥戴，在全世界人民心中矗立起一座不朽的丰碑，《我的伯父周恩来》作为第一部亲人回忆周恩来总理的作品，力求把那些不为人知的历史、把关于伟人的真实情形原原本本地告诉读者。,https://wfqqreader-1252317822.image.myqcloud.com/cover/923/28276923/t6_28276923.jpg
180,凯特·柯克帕特里克,成为波伏瓦,90.2%,1122,这本传记是在新近披露的波伏瓦信件、波伏瓦早期日记和给情人克洛德·朗兹曼的信之后的全新波伏瓦传记，它将让我们重新看待波伏瓦和让-保罗·萨特的关系。《成为波伏瓦》是根据近几年新曝光的波伏瓦信件、早期日记等材料撰写的波伏瓦全新传记。“女人不是天生的，而是后天成为的。”波伏瓦如是说。这本开创性的传记引入波伏瓦此前从未被出版的日记和信件等全新材料，把她从萨特的阴影中拉出来，使她站在属于自己的聚光灯下。这本传记将为读者呈现一个更为真实立体的波伏瓦，也让我们重新看待波伏瓦和萨特的关系。本书还将呈现很多此前不为人所知的波伏瓦的个人细节，这些新的细节会增强波伏瓦的神秘感，也会使我们对波伏瓦更加着迷。这本书将呈现很多此前不为人所知的波伏瓦个人细节，这些新的细节会增强波伏瓦的神秘感，也会使我们对波伏瓦更加着迷。为什么这位“女性主义偶像”要着力打造自己的形象？为什么关于她和萨特的关系她会频频撒谎，或是声称自己不是一个哲学家？带着这些新的细节，我们能更进一步地去认识真正的波伏瓦。,https://wfqqreader-1252317822.image.myqcloud.com/cover/35/36968035/t6_36968035.jpg
